OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_5535	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_5572	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_5576	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_5626	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Streptococcus_oralis
ASV_5647	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Shigella_flexneri
ASV_5648	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Shigella_flexneri
ASV_5664	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_5679	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_5695	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Shigella_flexneri
ASV_5717	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Shigella_flexneri
ASV_5728	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_5746	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Shigella_flexneri
ASV_5776	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_5780	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_5796	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_5789	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_5805	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_5790	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_5814	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Streptococcus_oralis
ASV_5830	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_5929	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_5976	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_5951	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Shigella_flexneri
ASV_6029	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_5988	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_6101	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_6053	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_6128	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_6149	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_6153	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_6201	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_6225	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Streptococcus_oralis
ASV_6212	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_6234	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_6352	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_6327	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_6358	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_6405	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_6406	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_6469	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Streptococcus_oralis
ASV_6432	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_6494	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_6521	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Shigella_flexneri
ASV_6537	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Streptococcus_oralis
ASV_6532	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_6552	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_6595	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_6589	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_6669	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Streptococcus_oralis
ASV_6736	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_aureus
ASV_6866	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Streptococcus_oralis
ASV_6799	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_6804	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Nocardia_carnea
ASV_7079	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_6958	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_7092	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_7241	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_7306	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_7305	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_7489	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_7465	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_7517	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_7525	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_aureus
ASV_7539	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_7570	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_7665	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_7716	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_7722	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_7725	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_7841	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_7918	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_8058	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_8066	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_8110	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_8127	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_8142	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_8117	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_8286	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_8391	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_8301	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_8292	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_8534	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_8420	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_8468	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_8510	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_8573	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Bacillus_cereus
ASV_8651	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_8647	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_8733	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_8808	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_8815	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_8747	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_8820	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_8898	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_8887	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_8922	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_9129	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_9131	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_9196	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_9246	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_9292	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_9445	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_9376	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_9455	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_9517	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_9562	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Bacillus_cereus
ASV_9519	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_9571	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_9622	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_9584	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_9679	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_9699	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Bacillus_cereus
ASV_9791	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_9806	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Bacillus_cereus
ASV_9818	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_9830	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_9884	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_9902	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_9910	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_10008	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_10035	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_10079	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_10247	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Bacillus_cereus
ASV_10300	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Bacillus_cereus
ASV_10320	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_10350	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_10440	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_10458	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_10488	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_10470	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_10543	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_10547	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_10561	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_10569	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_10641	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_10749	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_10792	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_10748	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_10799	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_10818	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_10881	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_10823	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_10885	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_10935	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_10911	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_10894	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_10915	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_10944	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_11040	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_10997	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_11054	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_11057	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_11102	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_11084	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_11180	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_11314	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_11333	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_11324	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_11336	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Paeniclostridium_sordellii
ASV_11236	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_11346	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_11453	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_11541	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_11554	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_11585	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_11622	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_11625	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Pseudomonas_aeruginosa
ASV_11649	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_11661	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_11669	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_11700	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_11704	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_11750	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_aerogenes
ASV_11767	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_11812	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_11847	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Bacillus_cereus
ASV_11899	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_12040	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_12075	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_12151	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_12164	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_12200	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Bacillus_cereus
ASV_12272	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_12604	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Prevotella_melaninogenica
ASV_12544	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_12570	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_12614	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_avium
ASV_12621	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_12705	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_12702	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_12770	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_12835	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_12837	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Pseudomonas_aeruginosa
ASV_13017	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_12937	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_13097	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_13403	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Clostridium_perfringens
ASV_13260	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_13436	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Staphylococcus_epidermidis
ASV_13539	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Pseudomonas_aeruginosa
ASV_13579	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Shigella_sonnei
ASV_13615	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_13730	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_13764	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_13980	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Paeniclostridium_sordellii
ASV_13944	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_14001	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_14003	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Mycobacterium_ulcerans
ASV_14082	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_14146	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Pseudomonas_aeruginosa
ASV_14182	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_14199	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Corynebacterium_striatum
ASV_14283	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Pseudomonas_aeruginosa
ASV_14388	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
ASV_14488	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Enterobacter_cloacae
ASV_14595	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Pullulanibacillus	Klebsiella_pneumoniae
