SampleID	Sample	Station	Month	Month1	Seasonal	Seasonal1	StationType	Lines	District	Year	Aver_Temp	Aver_Low_Temp	Aver_High_Temp	Aver_PM25	Low_PM25	Aver_Rain	Aver_humid	Aver_Wind_Speed	Aver_Radiation
XZM9Y1	XZM9Y1	Xizhimen	Sept	9	Autumn	Warm	UrbanHub	2_4_13	Xicheng	2022	22	16	28	52	95	24.8	62	6.8	11.8
XZM9Y2	XZM9Y2	Xizhimen	Sept	9	Autumn	Warm	UrbanHub	2_4_13	Xicheng	2022	22	16	28	52	95	24.8	62	6.8	11.8
XZM9Y3	XZM9Y3	Xizhimen	Sept	9	Autumn	Warm	UrbanHub	2_4_13	Xicheng	2022	22	16	28	52	95	24.8	62	6.8	11.8
YFZ9Y1	YFZ9Y1	Yongfengzhan	Sept	9	Autumn	Warm	Residential	16	Haidian	2022	22	16	28	52	95	24.8	62	6.8	11.8
YFZ9Y2	YFZ9Y2	Yongfengzhan	Sept	9	Autumn	Warm	Residential	16	Haidian	2022	22	16	28	52	95	24.8	62	6.8	11.8
YFZ9Y3	YFZ9Y3	Yongfengzhan	Sept	9	Autumn	Warm	Residential	16	Haidian	2022	22	16	28	52	95	24.8	62	6.8	11.8
CQZ219Y1	CQZ219Y1	Caoqiao	Oct	10	Autumn	Warm	UrbanHub	DX_10_19	Fengtai	2021	12	7	17	101	195	26.7	59	4.8	9.5
CQZ219Y2	CQZ219Y2	Caoqiao	Oct	10	Autumn	Warm	UrbanHub	DX_10_19	Fengtai	2021	12	7	17	101	195	26.7	59	4.8	9.5
JAQ219Y1	JAQ219Y1	Jinanqiao	Oct	10	Autumn	Warm	UrbanHub	S1_6_11	Shijingshan	2021	12	7	17	101	195	26.7	59	4.8	9.5
JAQ219Y2	JAQ219Y2	Jinanqiao	Oct	10	Autumn	Warm	UrbanHub	S1_6_11	Shijingshan	2021	12	7	17	101	195	26.7	59	4.8	9.5
QHZ219Y1	QHZ219Y1	Qinghezhan	Oct	10	Autumn	Warm	Intercity	CP_13	Changping	2021	12	7	17	101	195	26.7	59	4.8	9.5
QHZ219Y2	QHZ219Y2	Qinghezhan	Oct	10	Autumn	Warm	Intercity	CP_13	Changping	2021	12	7	17	101	195	26.7	59	4.8	9.5
SJZ219Y1	SJZ219Y1	Songjiazhuang	Oct	10	Autumn	Warm	UrbanHub	YZ_5_34	Fengtai	2021	12	7	17	101	195	26.7	59	4.8	9.5
SJZ219Y2	SJZ219Y2	Songjiazhuang	Oct	10	Autumn	Warm	UrbanHub	YZ_5_35	Fengtai	2021	12	7	17	101	195	26.7	59	4.8	9.5
BJN11Y1	BJN11Y1	Beijingnan	Nov	11	Autumn	Warm	Intercity	4_14	Fengtai	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
BJN11Y2	BJN11Y2	Beijingnan	Nov	11	Autumn	Warm	Intercity	4_14	Fengtai	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
BJN11Y3	BJN11Y3	Beijingnan	Nov	11	Autumn	Warm	Intercity	4_14	Fengtai	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
BJX11Y1	BJX11Y1	Beijingxi	Nov	11	Autumn	Warm	Intercity	7_9	Fengtai	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
BJX11Y2	BJX11Y2	Beijingxi	Nov	11	Autumn	Warm	Intercity	7_9	Fengtai	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
BJX11Y3	BJX11Y3	Beijingxi	Nov	11	Autumn	Warm	Intercity	7_9	Fengtai	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
BYHX11Y1	BYHX11Y1	Beiyunhexi	Nov	11	Autumn	Warm	Residential	6	Tongzhou	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
BYHX11Y2	BYHX11Y2	Beiyunhexi	Nov	11	Autumn	Warm	Residential	6	Tongzhou	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
BYHX11Y3	BYHX11Y3	Beiyunhexi	Nov	11	Autumn	Warm	Residential	6	Tongzhou	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
CQN11Y1	CQN11Y1	Ciqunan	Nov	11	Autumn	Warm	Residential	17	Tongzhou	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
CQN11Y2	CQN11Y2	Ciqunan	Nov	11	Autumn	Warm	Residential	17	Tongzhou	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
CQN11Y3	CQN11Y3	Ciqunan	Nov	11	Autumn	Warm	Residential	17	Tongzhou	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
GZF11Y1	GZF11Y1	Gongzhufen	Nov	11	Autumn	Warm	UrbanHub	1_10	Haidian	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
GZF11Y2	GZF11Y2	Gongzhufen	Nov	11	Autumn	Warm	UrbanHub	1_10	Haidian	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
GZF11Y3	GZF11Y3	Gongzhufen	Nov	11	Autumn	Warm	UrbanHub	1_10	Haidian	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
HDHZ11Y1	HDHZ11Y1	Haidianhuangzhuang	Nov	11	Autumn	Warm	UrbanHub	4_10	Haidian	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
HDHZ11Y2	HDHZ11Y2	Haidianhuangzhuang	Nov	11	Autumn	Warm	UrbanHub	4_10	Haidian	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
HDHZ11Y3	HDHZ11Y3	Haidianhuangzhuang	Nov	11	Autumn	Warm	UrbanHub	4_10	Haidian	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
JAQ11Y1	JAQ11Y1	Jinanqiao	Nov	11	Autumn	Warm	UrbanHub	S1_6_11	Shijingshan	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
JAQ11Y3	JAQ11Y3	Jinanqiao	Nov	11	Autumn	Warm	UrbanHub	S1_6_11	Shijingshan	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
JAQ11Y	JAQ11Y	Jinanqiao	Nov	11	Autumn	Warm	UrbanHub	S1_6_11	Shijingshan	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
QHZ11Y1	QHZ11Y1	Qinghezhan	Nov	11	Autumn	Warm	Intercity	CP_13	Changping	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
QHZ11Y2	QHZ11Y2	Qinghezhan	Nov	11	Autumn	Warm	Intercity	CP_13	Changping	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
QHZ11Y3	QHZ11Y3	Qinghezhan	Nov	11	Autumn	Warm	Intercity	CP_13	Changping	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
SYZ11Y1	SYZ11Y1	Shunyizhan	Nov	11	Autumn	Warm	Residential	15	Shunyi	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
SYZ11Y2	SYZ11Y2	Shunyizhan	Nov	11	Autumn	Warm	Residential	15	Shunyi	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
SYZ11Y3	SYZ11Y3	Shunyizhan	Nov	11	Autumn	Warm	Residential	15	Shunyi	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
SJZ11Y1	SJZ11Y1	Songjiazhuang	Nov	11	Autumn	Warm	UrbanHub	YZ_5_36	Fengtai	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
SJZ11Y2	SJZ11Y2	Songjiazhuang	Nov	11	Autumn	Warm	UrbanHub	YZ_5_37	Fengtai	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
SJZ11Y3	SJZ11Y3	Songjiazhuang	Nov	11	Autumn	Warm	UrbanHub	YZ_5_38	Fengtai	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
XZM11Y1	XZM11Y1	Xizhimen	Nov	11	Autumn	Warm	UrbanHub	2_4_13	Xicheng	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
XZM11Y2	XZM11Y2	Xizhimen	Nov	11	Autumn	Warm	UrbanHub	2_4_13	Xicheng	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
XZM11Y3	XZM11Y3	Xizhimen	Nov	11	Autumn	Warm	UrbanHub	2_4_13	Xicheng	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
YFZ11Y1	YFZ11Y1	Yongfengzhan	Nov	11	Autumn	Warm	Residential	16	Haidian	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
YFZ11Y2	YFZ11Y2	Yongfengzhan	Nov	11	Autumn	Warm	Residential	16	Haidian	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
YFZ11Y3	YFZ11Y3	Yongfengzhan	Nov	11	Autumn	Warm	Residential	16	Haidian	2021	4.5	0	9	102	200	9.7	54	6.5	6.6
BJN12Y1	BJN12Y1	Beijingnan	Dec	12	Winter	Cold	Intercity	4_14	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BJN12Y2	BJN12Y2	Beijingnan	Dec	12	Winter	Cold	Intercity	4_14	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BJN12Y3	BJN12Y3	Beijingnan	Dec	12	Winter	Cold	Intercity	4_14	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BJX12Y1	BJX12Y1	Beijingxi	Dec	12	Winter	Cold	Intercity	7_9	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BJX12Y2	BJX12Y2	Beijingxi	Dec	12	Winter	Cold	Intercity	7_9	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BJX12Y3	BJX12Y3	Beijingxi	Dec	12	Winter	Cold	Intercity	7_9	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BJZ12Y1	BJZ12Y1	Beijingzhan	Dec	12	Winter	Cold	Intercity	2	Dongcheng	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BJZ12Y2	BJZ12Y2	Beijingzhan	Dec	12	Winter	Cold	Intercity	2	Dongcheng	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BJZ12Y3	BJZ12Y3	Beijingzhan	Dec	12	Winter	Cold	Intercity	2	Dongcheng	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BYHX12Y1	BYHX12Y1	Beiyunhexi	Dec	12	Winter	Cold	Residential	6	Tongzhou	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BYHX12Y2	BYHX12Y2	Beiyunhexi	Dec	12	Winter	Cold	Residential	6	Tongzhou	2021	0.5	-4	5	87	169	0	43	5.6	5.7
BYHX12Y3	BYHX12Y3	Beiyunhexi	Dec	12	Winter	Cold	Residential	6	Tongzhou	2021	0.5	-4	5	87	169	0	43	5.6	5.7
CQZ12Y1	CQZ12Y1	Caoqiao	Dec	12	Winter	Cold	UrbanHub	DX_10_19	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
CQZ12Y2	CQZ12Y2	Caoqiao	Dec	12	Winter	Cold	UrbanHub	DX_10_19	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
CQZ12Y3	CQZ12Y3	Caoqiao	Dec	12	Winter	Cold	UrbanHub	DX_10_19	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
CQN12Y1	CQN12Y1	Ciqunan	Dec	12	Winter	Cold	Residential	17	Tongzhou	2021	0.5	-4	5	87	169	0	43	5.6	5.7
CQN12Y2	CQN12Y2	Ciqunan	Dec	12	Winter	Cold	Residential	17	Tongzhou	2021	0.5	-4	5	87	169	0	43	5.6	5.7
CQN12Y3	CQN12Y3	Ciqunan	Dec	12	Winter	Cold	Residential	17	Tongzhou	2021	0.5	-4	5	87	169	0	43	5.6	5.7
DZM12Y1	DZM12Y1	Dongzhimen	Dec	12	Winter	Cold	UrbanHub	JC_2_13	Dongcheng	2021	0.5	-4	5	87	169	0	43	5.6	5.7
DZM12Y2	DZM12Y2	Dongzhimen	Dec	12	Winter	Cold	UrbanHub	JC_2_13	Dongcheng	2021	0.5	-4	5	87	169	0	43	5.6	5.7
DZM12Y3	DZM12Y3	Dongzhimen	Dec	12	Winter	Cold	UrbanHub	JC_2_13	Dongcheng	2021	0.5	-4	5	87	169	0	43	5.6	5.7
GZF12Y1	GZF12Y1	Gongzhufen	Dec	12	Winter	Cold	UrbanHub	1_10	Haidian	2021	0.5	-4	5	87	169	0	43	5.6	5.7
GZF12Y2	GZF12Y2	Gongzhufen	Dec	12	Winter	Cold	UrbanHub	1_10	Haidian	2021	0.5	-4	5	87	169	0	43	5.6	5.7
GZF12Y3	GZF12Y3	Gongzhufen	Dec	12	Winter	Cold	UrbanHub	1_10	Haidian	2021	0.5	-4	5	87	169	0	43	5.6	5.7
HDHZ12Y1	HDHZ12Y1	Haidianhuangzhuang	Dec	12	Winter	Cold	UrbanHub	4_10	Haidian	2021	0.5	-4	5	87	169	0	43	5.6	5.7
HDHZ12Y2	HDHZ12Y2	Haidianhuangzhuang	Dec	12	Winter	Cold	UrbanHub	4_10	Haidian	2021	0.5	-4	5	87	169	0	43	5.6	5.7
HDHZ12Y3	HDHZ12Y3	Haidianhuangzhuang	Dec	12	Winter	Cold	UrbanHub	4_10	Haidian	2021	0.5	-4	5	87	169	0	43	5.6	5.7
JAQ12Y1	JAQ12Y1	Jinanqiao	Dec	12	Winter	Cold	UrbanHub	S1_6_11	Shijingshan	2021	0.5	-4	5	87	169	0	43	5.6	5.7
JAQ12Y2	JAQ12Y2	Jinanqiao	Dec	12	Winter	Cold	UrbanHub	S1_6_11	Shijingshan	2021	0.5	-4	5	87	169	0	43	5.6	5.7
JAQ12Y3	JAQ12Y3	Jinanqiao	Dec	12	Winter	Cold	UrbanHub	S1_6_11	Shijingshan	2021	0.5	-4	5	87	169	0	43	5.6	5.7
QHZ12Y1	QHZ12Y1	Qinghezhan	Dec	12	Winter	Cold	Intercity	CP_13	Changping	2021	0.5	-4	5	87	169	0	43	5.6	5.7
QHZ12Y2	QHZ12Y2	Qinghezhan	Dec	12	Winter	Cold	Intercity	CP_13	Changping	2021	0.5	-4	5	87	169	0	43	5.6	5.7
QHZ12Y3	QHZ12Y3	Qinghezhan	Dec	12	Winter	Cold	Intercity	CP_13	Changping	2021	0.5	-4	5	87	169	0	43	5.6	5.7
SYZ12Y1	SYZ12Y1	Shunyizhan	Dec	12	Winter	Cold	Residential	15	Shunyi	2021	0.5	-4	5	87	169	0	43	5.6	5.7
SYZ12Y2	SYZ12Y2	Shunyizhan	Dec	12	Winter	Cold	Residential	15	Shunyi	2021	0.5	-4	5	87	169	0	43	5.6	5.7
SYZ12Y3	SYZ12Y3	Shunyizhan	Dec	12	Winter	Cold	Residential	15	Shunyi	2021	0.5	-4	5	87	169	0	43	5.6	5.7
SJZ12Y1	SJZ12Y1	Songjiazhuang	Dec	12	Winter	Cold	UrbanHub	YZ_5_39	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
SJZ12Y2	SJZ12Y2	Songjiazhuang	Dec	12	Winter	Cold	UrbanHub	YZ_5_40	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
SJZ12Y3	SJZ12Y3	Songjiazhuang	Dec	12	Winter	Cold	UrbanHub	YZ_5_41	Fengtai	2021	0.5	-4	5	87	169	0	43	5.6	5.7
XZM12Y1	XZM12Y1	Xizhimen	Dec	12	Winter	Cold	UrbanHub	2_4_13	Xicheng	2021	0.5	-4	5	87	169	0	43	5.6	5.7
XZM12Y2	XZM12Y2	Xizhimen	Dec	12	Winter	Cold	UrbanHub	2_4_13	Xicheng	2021	0.5	-4	5	87	169	0	43	5.6	5.7
XZM12Y3	XZM12Y3	Xizhimen	Dec	12	Winter	Cold	UrbanHub	2_4_13	Xicheng	2021	0.5	-4	5	87	169	0	43	5.6	5.7
YFZ12Y1	YFZ12Y1	Yongfengzhan	Dec	12	Winter	Cold	Residential	16	Haidian	2021	0.5	-4	5	87	169	0	43	5.6	5.7
YFZ12Y2	YFZ12Y2	Yongfengzhan	Dec	12	Winter	Cold	Residential	16	Haidian	2021	0.5	-4	5	87	169	0	43	5.6	5.7
YFZ12Y3	YFZ12Y3	Yongfengzhan	Dec	12	Winter	Cold	Residential	16	Haidian	2021	0.5	-4	5	87	169	0	43	5.6	5.7
