SampleID	Sample	Station	Month	Month1	Seasonal	Seasonal1	StationType	Lines	District	Year	Aver_Temp	Aver_Low_Temp	Aver_High_Temp	Aver_PM25	Low_PM25	Aver_Rain	Aver_humid	Aver_Wind_Speed	Aver_Radiation
JAQ5Y3	JAQ5Y3	Jinanqiao	May	5	Spring	Cold	UrbanHub	S1_6_11	Shijingshan	2022	20	14	26	40	80	25.1	43	7.1	16.6
QHZ5Y1	QHZ5Y1	Qinghezhan	May	5	Spring	Cold	Intercity	CP_13	Changping	2022	20	14	26	40	80	25.1	43	7.1	16.6
QHZ5Y2	QHZ5Y2	Qinghezhan	May	5	Spring	Cold	Intercity	CP_13	Changping	2022	20	14	26	40	80	25.1	43	7.1	16.6
QHZ5Y3	QHZ5Y3	Qinghezhan	May	5	Spring	Cold	Intercity	CP_13	Changping	2022	20	14	26	40	80	25.1	43	7.1	16.6
SYZ5Y1	SYZ5Y1	Shunyizhan	May	5	Spring	Cold	Residential	15	Shunyi	2022	20	14	26	40	80	25.1	43	7.1	16.6
SYZ5Y2	SYZ5Y2	Shunyizhan	May	5	Spring	Cold	Residential	15	Shunyi	2022	20	14	26	40	80	25.1	43	7.1	16.6
SYZ5Y3	SYZ5Y3	Shunyizhan	May	5	Spring	Cold	Residential	15	Shunyi	2022	20	14	26	40	80	25.1	43	7.1	16.6
SJZ5Y1	SJZ5Y1	Songjiazhuang	May	5	Spring	Cold	UrbanHub	YZ_5_22	Fengtai	2022	20	14	26	40	80	25.1	43	7.1	16.6
SJZ5Y2	SJZ5Y2	Songjiazhuang	May	5	Spring	Cold	UrbanHub	YZ_5_23	Fengtai	2022	20	14	26	40	80	25.1	43	7.1	16.6
SJZ5Y3	SJZ5Y3	Songjiazhuang	May	5	Spring	Cold	UrbanHub	YZ_5_24	Fengtai	2022	20	14	26	40	80	25.1	43	7.1	16.6
XZM5Y1	XZM5Y1	Xizhimen	May	5	Spring	Cold	UrbanHub	2_4_13	Xicheng	2022	20	14	26	40	80	25.1	43	7.1	16.6
XZM5Y2	XZM5Y2	Xizhimen	May	5	Spring	Cold	UrbanHub	2_4_13	Xicheng	2022	20	14	26	40	80	25.1	43	7.1	16.6
XZM5Y3	XZM5Y3	Xizhimen	May	5	Spring	Cold	UrbanHub	2_4_13	Xicheng	2022	20	14	26	40	80	25.1	43	7.1	16.6
YFZ5Y1	YFZ5Y1	Yongfengzhan	May	5	Spring	Cold	Residential	16	Haidian	2022	20	14	26	40	80	25.1	43	7.1	16.6
YFZ5Y2	YFZ5Y2	Yongfengzhan	May	5	Spring	Cold	Residential	16	Haidian	2022	20	14	26	40	80	25.1	43	7.1	16.6
YFZ5Y3	YFZ5Y3	Yongfengzhan	May	5	Spring	Cold	Residential	16	Haidian	2022	20	14	26	40	80	25.1	43	7.1	16.6
BJN6Y1	BJN6Y1	Beijingnan	Jun	6	Summer	Warm	Intercity	4_14	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
BJN6Y2	BJN6Y2	Beijingnan	Jun	6	Summer	Warm	Intercity	4_14	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
BJN6Y3	BJN6Y3	Beijingnan	Jun	6	Summer	Warm	Intercity	4_14	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
BJX6Y1	BJX6Y1	Beijingxi	Jun	6	Summer	Warm	Intercity	7_9	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
BJX6Y2	BJX6Y2	Beijingxi	Jun	6	Summer	Warm	Intercity	7_9	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
BJX6Y3	BJX6Y3	Beijingxi	Jun	6	Summer	Warm	Intercity	7_9	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
BJZ6Y1	BJZ6Y1	Beijingzhan	Jun	6	Summer	Warm	Intercity	2	Dongcheng	2022	22	17	27	47	87	280.4	56	7.3	16.1
BJZ6Y2	BJZ6Y2	Beijingzhan	Jun	6	Summer	Warm	Intercity	2	Dongcheng	2022	22	17	27	47	87	280.4	56	7.3	16.1
BJZ6Y3	BJZ6Y3	Beijingzhan	Jun	6	Summer	Warm	Intercity	2	Dongcheng	2022	22	17	27	47	87	280.4	56	7.3	16.1
BYHX6Y1	BYHX6Y1	Beiyunhexi	Jun	6	Summer	Warm	Residential	6	Tongzhou	2022	22	17	27	47	87	280.4	56	7.3	16.1
BYHX6Y2	BYHX6Y2	Beiyunhexi	Jun	6	Summer	Warm	Residential	6	Tongzhou	2022	22	17	27	47	87	280.4	56	7.3	16.1
BYHX6Y3	BYHX6Y3	Beiyunhexi	Jun	6	Summer	Warm	Residential	6	Tongzhou	2022	22	17	27	47	87	280.4	56	7.3	16.1
CQZ6Y1	CQZ6Y1	Caoqiao	Jun	6	Summer	Warm	UrbanHub	DX_10_19	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
CQZ6Y2	CQZ6Y2	Caoqiao	Jun	6	Summer	Warm	UrbanHub	DX_10_19	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
CQZ6Y3	CQZ6Y3	Caoqiao	Jun	6	Summer	Warm	UrbanHub	DX_10_19	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
CQN6Y1	CQN6Y1	Ciqunan	Jun	6	Summer	Warm	Residential	17	Tongzhou	2022	22	17	27	47	87	280.4	56	7.3	16.1
CQN6Y2	CQN6Y2	Ciqunan	Jun	6	Summer	Warm	Residential	17	Tongzhou	2022	22	17	27	47	87	280.4	56	7.3	16.1
CQN6Y3	CQN6Y3	Ciqunan	Jun	6	Summer	Warm	Residential	17	Tongzhou	2022	22	17	27	47	87	280.4	56	7.3	16.1
DZM6Y1	DZM6Y1	Dongzhimen	Jun	6	Summer	Warm	UrbanHub	JC_2_13	Dongcheng	2022	22	17	27	47	87	280.4	56	7.3	16.1
DZM6Y2	DZM6Y2	Dongzhimen	Jun	6	Summer	Warm	UrbanHub	JC_2_13	Dongcheng	2022	22	17	27	47	87	280.4	56	7.3	16.1
DZM6Y3	DZM6Y3	Dongzhimen	Jun	6	Summer	Warm	UrbanHub	JC_2_13	Dongcheng	2022	22	17	27	47	87	280.4	56	7.3	16.1
GZF6Y1	GZF6Y1	Gongzhufen	Jun	6	Summer	Warm	UrbanHub	1_10	Haidian	2022	22	17	27	47	87	280.4	56	7.3	16.1
GZF6Y2	GZF6Y2	Gongzhufen	Jun	6	Summer	Warm	UrbanHub	1_10	Haidian	2022	22	17	27	47	87	280.4	56	7.3	16.1
GZF6Y3	GZF6Y3	Gongzhufen	Jun	6	Summer	Warm	UrbanHub	1_10	Haidian	2022	22	17	27	47	87	280.4	56	7.3	16.1
HDHZ6Y1	HDHZ6Y1	Haidianhuangzhuang	Jun	6	Summer	Warm	UrbanHub	4_10	Haidian	2022	22	17	27	47	87	280.4	56	7.3	16.1
HDHZ6Y2	HDHZ6Y2	Haidianhuangzhuang	Jun	6	Summer	Warm	UrbanHub	4_10	Haidian	2022	22	17	27	47	87	280.4	56	7.3	16.1
HDHZ6Y3	HDHZ6Y3	Haidianhuangzhuang	Jun	6	Summer	Warm	UrbanHub	4_10	Haidian	2022	22	17	27	47	87	280.4	56	7.3	16.1
JAQ6Y1	JAQ6Y1	Jinanqiao	Jun	6	Summer	Warm	UrbanHub	S1_6_11	Shijingshan	2022	22	17	27	47	87	280.4	56	7.3	16.1
JAQ6Y2	JAQ6Y2	Jinanqiao	Jun	6	Summer	Warm	UrbanHub	S1_6_11	Shijingshan	2022	22	17	27	47	87	280.4	56	7.3	16.1
JAQ6Y3	JAQ6Y3	Jinanqiao	Jun	6	Summer	Warm	UrbanHub	S1_6_11	Shijingshan	2022	22	17	27	47	87	280.4	56	7.3	16.1
QHZ6Y1	QHZ6Y1	Qinghezhan	Jun	6	Summer	Warm	Intercity	CP_13	Changping	2022	22	17	27	47	87	280.4	56	7.3	16.1
QHZ6Y2	QHZ6Y2	Qinghezhan	Jun	6	Summer	Warm	Intercity	CP_13	Changping	2022	22	17	27	47	87	280.4	56	7.3	16.1
QHZ6Y3	QHZ6Y3	Qinghezhan	Jun	6	Summer	Warm	Intercity	CP_13	Changping	2022	22	17	27	47	87	280.4	56	7.3	16.1
SYZ6Y1	SYZ6Y1	Shunyizhan	Jun	6	Summer	Warm	Residential	15	Shunyi	2022	22	17	27	47	87	280.4	56	7.3	16.1
SYZ6Y2	SYZ6Y2	Shunyizhan	Jun	6	Summer	Warm	Residential	15	Shunyi	2022	22	17	27	47	87	280.4	56	7.3	16.1
SYZ6Y3	SYZ6Y3	Shunyizhan	Jun	6	Summer	Warm	Residential	15	Shunyi	2022	22	17	27	47	87	280.4	56	7.3	16.1
SJZ6Y1	SJZ6Y1	Songjiazhuang	Jun	6	Summer	Warm	UrbanHub	YZ_5_25	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
SJZ6Y2	SJZ6Y2	Songjiazhuang	Jun	6	Summer	Warm	UrbanHub	YZ_5_26	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
SJZ6Y3	SJZ6Y3	Songjiazhuang	Jun	6	Summer	Warm	UrbanHub	YZ_5_27	Fengtai	2022	22	17	27	47	87	280.4	56	7.3	16.1
XZM6Y1	XZM6Y1	Xizhimen	Jun	6	Summer	Warm	UrbanHub	2_4_13	Xicheng	2022	22	17	27	47	87	280.4	56	7.3	16.1
XZM6Y2	XZM6Y2	Xizhimen	Jun	6	Summer	Warm	UrbanHub	2_4_13	Xicheng	2022	22	17	27	47	87	280.4	56	7.3	16.1
XZM6Y3	XZM6Y3	Xizhimen	Jun	6	Summer	Warm	UrbanHub	2_4_13	Xicheng	2022	22	17	27	47	87	280.4	56	7.3	16.1
BJN7Y1	BJN7Y1	Beijingnan	Jul	7	Summer	Warm	Intercity	4_14	Fengtai	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
BJN7Y2	BJN7Y2	Beijingnan	Jul	7	Summer	Warm	Intercity	4_14	Fengtai	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
BJN7Y3	BJN7Y3	Beijingnan	Jul	7	Summer	Warm	Intercity	4_14	Fengtai	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
BJX7Y1	BJX7Y1	Beijingxi	Jul	7	Summer	Warm	Intercity	7_9	Fengtai	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
BJX7Y2	BJX7Y2	Beijingxi	Jul	7	Summer	Warm	Intercity	7_9	Fengtai	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
BJX7Y3	BJX7Y3	Beijingxi	Jul	7	Summer	Warm	Intercity	7_9	Fengtai	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
CQZ7Y1	CQZ7Y1	Caoqiao	Jul	7	Summer	Warm	UrbanHub	DX_10_19	Fengtai	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
CQZ7Y2	CQZ7Y2	Caoqiao	Jul	7	Summer	Warm	UrbanHub	DX_10_19	Fengtai	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
CQZ7Y3	CQZ7Y3	Caoqiao	Jul	7	Summer	Warm	UrbanHub	DX_10_19	Fengtai	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
CQN7Y1	CQN7Y1	Ciqunan	Jul	7	Summer	Warm	Residential	17	Tongzhou	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
CQN7Y2	CQN7Y2	Ciqunan	Jul	7	Summer	Warm	Residential	17	Tongzhou	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
CQN7Y3	CQN7Y3	Ciqunan	Jul	7	Summer	Warm	Residential	17	Tongzhou	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
DZM7Y1	DZM7Y1	Dongzhimen	Jul	7	Summer	Warm	UrbanHub	JC_2_13	Dongcheng	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
DZM7Y2	DZM7Y2	Dongzhimen	Jul	7	Summer	Warm	UrbanHub	JC_2_13	Dongcheng	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
DZM7Y3	DZM7Y3	Dongzhimen	Jul	7	Summer	Warm	UrbanHub	JC_2_13	Dongcheng	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
HDHZ7Y1	HDHZ7Y1	Haidianhuangzhuang	Jul	7	Summer	Warm	UrbanHub	4_10	Haidian	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
HDHZ7Y2	HDHZ7Y2	Haidianhuangzhuang	Jul	7	Summer	Warm	UrbanHub	4_10	Haidian	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
HDHZ7Y3	HDHZ7Y3	Haidianhuangzhuang	Jul	7	Summer	Warm	UrbanHub	4_10	Haidian	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
JAQ7Y1	JAQ7Y1	Jinanqiao	Jul	7	Summer	Warm	UrbanHub	S1_6_11	Shijingshan	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
JAQ7Y2	JAQ7Y2	Jinanqiao	Jul	7	Summer	Warm	UrbanHub	S1_6_11	Shijingshan	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
JAQ7Y3	JAQ7Y3	Jinanqiao	Jul	7	Summer	Warm	UrbanHub	S1_6_11	Shijingshan	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
QHZ7Y1	QHZ7Y1	Qinghezhan	Jul	7	Summer	Warm	Intercity	CP_13	Changping	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
QHZ7Y2	QHZ7Y2	Qinghezhan	Jul	7	Summer	Warm	Intercity	CP_13	Changping	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
QHZ7Y3	QHZ7Y3	Qinghezhan	Jul	7	Summer	Warm	Intercity	CP_13	Changping	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
SYZ7Y1	SYZ7Y1	Shunyizhan	Jul	7	Summer	Warm	Residential	15	Shunyi	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
SYZ7Y2	SYZ7Y2	Shunyizhan	Jul	7	Summer	Warm	Residential	15	Shunyi	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
SYZ7Y3	SYZ7Y3	Shunyizhan	Jul	7	Summer	Warm	Residential	15	Shunyi	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
XZM7Y1	XZM7Y1	Xizhimen	Jul	7	Summer	Warm	UrbanHub	2_4_13	Xicheng	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
XZM7Y2	XZM7Y2	Xizhimen	Jul	7	Summer	Warm	UrbanHub	2_4_13	Xicheng	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
XZM7Y3	XZM7Y3	Xizhimen	Jul	7	Summer	Warm	UrbanHub	2_4_13	Xicheng	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
YFZ7Y1	YFZ7Y1	Yongfengzhan	Jul	7	Summer	Warm	Residential	16	Haidian	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
YFZ7Y2	YFZ7Y2	Yongfengzhan	Jul	7	Summer	Warm	Residential	16	Haidian	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
YFZ7Y3	YFZ7Y3	Yongfengzhan	Jul	7	Summer	Warm	Residential	16	Haidian	2022	26.5	22	31	42	85	59.4	68	6.2	13.9
BJN8Y1	BJN8Y1	Beijingnan	Aug	8	Summer	Warm	Intercity	4_14	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
BJN8Y2	BJN8Y2	Beijingnan	Aug	8	Summer	Warm	Intercity	4_14	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
BJN8Y3	BJN8Y3	Beijingnan	Aug	8	Summer	Warm	Intercity	4_14	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
BJX8Y1	BJX8Y1	Beijingxi	Aug	8	Summer	Warm	Intercity	7_9	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
BJX8Y2	BJX8Y2	Beijingxi	Aug	8	Summer	Warm	Intercity	7_9	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
BJX8Y3	BJX8Y3	Beijingxi	Aug	8	Summer	Warm	Intercity	7_9	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
BJZ8Y1	BJZ8Y1	Beijingzhan	Aug	8	Summer	Warm	Intercity	2	Dongcheng	2022	25	21	29	37	74	288.8	68	6.9	12.9
BJZ8Y2	BJZ8Y2	Beijingzhan	Aug	8	Summer	Warm	Intercity	2	Dongcheng	2022	25	21	29	37	74	288.8	68	6.9	12.9
BJZ8Y3	BJZ8Y3	Beijingzhan	Aug	8	Summer	Warm	Intercity	2	Dongcheng	2022	25	21	29	37	74	288.8	68	6.9	12.9
CQZ8Y1	CQZ8Y1	Caoqiao	Aug	8	Summer	Warm	UrbanHub	DX_10_19	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
CQZ8Y2	CQZ8Y2	Caoqiao	Aug	8	Summer	Warm	UrbanHub	DX_10_19	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
CQZ8Y3	CQZ8Y3	Caoqiao	Aug	8	Summer	Warm	UrbanHub	DX_10_19	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
CQN8Y1	CQN8Y1	Ciqunan	Aug	8	Summer	Warm	Residential	17	Tongzhou	2022	25	21	29	37	74	288.8	68	6.9	12.9
CQN8Y2	CQN8Y2	Ciqunan	Aug	8	Summer	Warm	Residential	17	Tongzhou	2022	25	21	29	37	74	288.8	68	6.9	12.9
CQN8Y3	CQN8Y3	Ciqunan	Aug	8	Summer	Warm	Residential	17	Tongzhou	2022	25	21	29	37	74	288.8	68	6.9	12.9
DZM8Y1	DZM8Y1	Dongzhimen	Aug	8	Summer	Warm	UrbanHub	JC_2_13	Dongcheng	2022	25	21	29	37	74	288.8	68	6.9	12.9
DZM8Y2	DZM8Y2	Dongzhimen	Aug	8	Summer	Warm	UrbanHub	JC_2_13	Dongcheng	2022	25	21	29	37	74	288.8	68	6.9	12.9
DZM8Y3	DZM8Y3	Dongzhimen	Aug	8	Summer	Warm	UrbanHub	JC_2_13	Dongcheng	2022	25	21	29	37	74	288.8	68	6.9	12.9
GZF8Y1	GZF8Y1	Gongzhufen	Aug	8	Summer	Warm	UrbanHub	1_10	Haidian	2022	25	21	29	37	74	288.8	68	6.9	12.9
GZF8Y2	GZF8Y2	Gongzhufen	Aug	8	Summer	Warm	UrbanHub	1_10	Haidian	2022	25	21	29	37	74	288.8	68	6.9	12.9
GZF8Y3	GZF8Y3	Gongzhufen	Aug	8	Summer	Warm	UrbanHub	1_10	Haidian	2022	25	21	29	37	74	288.8	68	6.9	12.9
HDHZ8Y1	HDHZ8Y1	Haidianhuangzhuang	Aug	8	Summer	Warm	UrbanHub	4_10	Haidian	2022	25	21	29	37	74	288.8	68	6.9	12.9
HDHZ8Y2	HDHZ8Y2	Haidianhuangzhuang	Aug	8	Summer	Warm	UrbanHub	4_10	Haidian	2022	25	21	29	37	74	288.8	68	6.9	12.9
HDHZ8Y3	HDHZ8Y3	Haidianhuangzhuang	Aug	8	Summer	Warm	UrbanHub	4_10	Haidian	2022	25	21	29	37	74	288.8	68	6.9	12.9
JAQ8Y1	JAQ8Y1	Jinanqiao	Aug	8	Summer	Warm	UrbanHub	S1_6_11	Shijingshan	2022	25	21	29	37	74	288.8	68	6.9	12.9
JAQ8Y2	JAQ8Y2	Jinanqiao	Aug	8	Summer	Warm	UrbanHub	S1_6_11	Shijingshan	2022	25	21	29	37	74	288.8	68	6.9	12.9
JAQ8Y3	JAQ8Y3	Jinanqiao	Aug	8	Summer	Warm	UrbanHub	S1_6_11	Shijingshan	2022	25	21	29	37	74	288.8	68	6.9	12.9
QHZ8Y1	QHZ8Y1	Qinghezhan	Aug	8	Summer	Warm	Intercity	CP_13	Changping	2022	25	21	29	37	74	288.8	68	6.9	12.9
QHZ8Y2	QHZ8Y2	Qinghezhan	Aug	8	Summer	Warm	Intercity	CP_13	Changping	2022	25	21	29	37	74	288.8	68	6.9	12.9
QHZ8Y3	QHZ8Y3	Qinghezhan	Aug	8	Summer	Warm	Intercity	CP_13	Changping	2022	25	21	29	37	74	288.8	68	6.9	12.9
SYZ8Y1	SYZ8Y1	Shunyizhan	Aug	8	Summer	Warm	Residential	15	Shunyi	2022	25	21	29	37	74	288.8	68	6.9	12.9
SYZ8Y2	SYZ8Y2	Shunyizhan	Aug	8	Summer	Warm	Residential	15	Shunyi	2022	25	21	29	37	74	288.8	68	6.9	12.9
SYZ8Y3	SYZ8Y3	Shunyizhan	Aug	8	Summer	Warm	Residential	15	Shunyi	2022	25	21	29	37	74	288.8	68	6.9	12.9
SJZ8Y1	SJZ8Y1	Songjiazhuang	Aug	8	Summer	Warm	UrbanHub	YZ_5_28	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
SJZ8Y2	SJZ8Y2	Songjiazhuang	Aug	8	Summer	Warm	UrbanHub	YZ_5_29	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
SJZ8Y3	SJZ8Y3	Songjiazhuang	Aug	8	Summer	Warm	UrbanHub	YZ_5_30	Fengtai	2022	25	21	29	37	74	288.8	68	6.9	12.9
XZM8Y1	XZM8Y1	Xizhimen	Aug	8	Summer	Warm	UrbanHub	2_4_13	Xicheng	2022	25	21	29	37	74	288.8	68	6.9	12.9
XZM8Y2	XZM8Y2	Xizhimen	Aug	8	Summer	Warm	UrbanHub	2_4_13	Xicheng	2022	25	21	29	37	74	288.8	68	6.9	12.9
XZM8Y3	XZM8Y3	Xizhimen	Aug	8	Summer	Warm	UrbanHub	2_4_13	Xicheng	2022	25	21	29	37	74	288.8	68	6.9	12.9
BJN9Y2	BJN9Y2	Beijingnan	Sept	9	Autumn	Warm	Intercity	4_14	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
BJN9Y3	BJN9Y3	Beijingnan	Sept	9	Autumn	Warm	Intercity	4_14	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
BJN9Y	BJN9Y1	Beijingnan	Sept	9	Autumn	Warm	Intercity	4_14	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
BJZ9Y1	BJZ9Y1	Beijingzhan	Sept	9	Autumn	Warm	Intercity	2	Dongcheng	2022	22	16	28	52	95	24.8	62	6.8	11.8
BJZ9Y2	BJZ9Y2	Beijingzhan	Sept	9	Autumn	Warm	Intercity	2	Dongcheng	2022	22	16	28	52	95	24.8	62	6.8	11.8
BJZ9Y3	BJZ9Y3	Beijingzhan	Sept	9	Autumn	Warm	Intercity	2	Dongcheng	2022	22	16	28	52	95	24.8	62	6.8	11.8
BYHX9Y1	BYHX9Y1	Beiyunhexi	Sept	9	Autumn	Warm	Residential	6	Tongzhou	2022	22	16	28	52	95	24.8	62	6.8	11.8
BYHX9Y2	BYHX9Y2	Beiyunhexi	Sept	9	Autumn	Warm	Residential	6	Tongzhou	2022	22	16	28	52	95	24.8	62	6.8	11.8
BYHX9Y3	BYHX9Y3	Beiyunhexi	Sept	9	Autumn	Warm	Residential	6	Tongzhou	2022	22	16	28	52	95	24.8	62	6.8	11.8
CQZ2Y1	CQZ2Y1	Caoqiao	Sept	9	Autumn	Warm	UrbanHub	DX_10_19	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
CQZ9Y1	CQZ9Y1	Caoqiao	Sept	9	Autumn	Warm	UrbanHub	DX_10_19	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
CQZ9Y2	CQZ9Y2	Caoqiao	Sept	9	Autumn	Warm	UrbanHub	DX_10_19	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
CQZ9Y3	CQZ9Y3	Caoqiao	Sept	9	Autumn	Warm	UrbanHub	DX_10_19	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
CQN9Y1	CQN9Y1	Ciqunan	Sept	9	Autumn	Warm	Residential	17	Tongzhou	2022	22	16	28	52	95	24.8	62	6.8	11.8
CQN9Y2	CQN9Y2	Ciqunan	Sept	9	Autumn	Warm	Residential	17	Tongzhou	2022	22	16	28	52	95	24.8	62	6.8	11.8
CQN9Y3	CQN9Y3	Ciqunan	Sept	9	Autumn	Warm	Residential	17	Tongzhou	2022	22	16	28	52	95	24.8	62	6.8	11.8
DZM9Y1	DZM9Y1	Dongzhimen	Sept	9	Autumn	Warm	UrbanHub	JC_2_13	Dongcheng	2022	22	16	28	52	95	24.8	62	6.8	11.8
DZM9Y2	DZM9Y2	Dongzhimen	Sept	9	Autumn	Warm	UrbanHub	JC_2_13	Dongcheng	2022	22	16	28	52	95	24.8	62	6.8	11.8
DZM9Y3	DZM9Y3	Dongzhimen	Sept	9	Autumn	Warm	UrbanHub	JC_2_13	Dongcheng	2022	22	16	28	52	95	24.8	62	6.8	11.8
HDHZ219Y1	HDHZ219Y1	Haidianhuangzhuang	Sept	9	Autumn	Warm	UrbanHub	4_10	Haidian	2022	22	16	28	52	95	24.8	62	6.8	11.8
HDHZ219Y2	HDHZ219Y2	Haidianhuangzhuang	Sept	9	Autumn	Warm	UrbanHub	4_10	Haidian	2022	22	16	28	52	95	24.8	62	6.8	11.8
HDHZ9Y1	HDHZ9Y1	Haidianhuangzhuang	Sept	9	Autumn	Warm	UrbanHub	4_10	Haidian	2022	22	16	28	52	95	24.8	62	6.8	11.8
HDHZ9Y2	HDHZ9Y2	Haidianhuangzhuang	Sept	9	Autumn	Warm	UrbanHub	4_10	Haidian	2022	22	16	28	52	95	24.8	62	6.8	11.8
HDHZ9Y3	HDHZ9Y3	Haidianhuangzhuang	Sept	9	Autumn	Warm	UrbanHub	4_10	Haidian	2022	22	16	28	52	95	24.8	62	6.8	11.8
JAQ9Y1	JAQ9Y1	Jinanqiao	Sept	9	Autumn	Warm	UrbanHub	S1_6_11	Shijingshan	2022	22	16	28	52	95	24.8	62	6.8	11.8
JAQ9Y2	JAQ9Y2	Jinanqiao	Sept	9	Autumn	Warm	UrbanHub	S1_6_11	Shijingshan	2022	22	16	28	52	95	24.8	62	6.8	11.8
JAQ9Y3	JAQ9Y3	Jinanqiao	Sept	9	Autumn	Warm	UrbanHub	S1_6_11	Shijingshan	2022	22	16	28	52	95	24.8	62	6.8	11.8
QHZ9Y1	QHZ9Y1	Qinghezhan	Sept	9	Autumn	Warm	Intercity	CP_13	Changping	2022	22	16	28	52	95	24.8	62	6.8	11.8
QHZ9Y2	QHZ9Y2	Qinghezhan	Sept	9	Autumn	Warm	Intercity	CP_13	Changping	2022	22	16	28	52	95	24.8	62	6.8	11.8
QHZ9Y3	QHZ9Y3	Qinghezhan	Sept	9	Autumn	Warm	Intercity	CP_13	Changping	2022	22	16	28	52	95	24.8	62	6.8	11.8
SYZ9Y1	SYZ9Y1	Shunyizhan	Sept	9	Autumn	Warm	Residential	15	Shunyi	2022	22	16	28	52	95	24.8	62	6.8	11.8
SYZ9Y2	SYZ9Y2	Shunyizhan	Sept	9	Autumn	Warm	Residential	15	Shunyi	2022	22	16	28	52	95	24.8	62	6.8	11.8
SYZ9Y3	SYZ9Y3	Shunyizhan	Sept	9	Autumn	Warm	Residential	15	Shunyi	2022	22	16	28	52	95	24.8	62	6.8	11.8
SJZ9Y1	SJZ9Y1	Songjiazhuang	Sept	9	Autumn	Warm	UrbanHub	YZ_5_31	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
SJZ9Y2	SJZ9Y2	Songjiazhuang	Sept	9	Autumn	Warm	UrbanHub	YZ_5_32	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
SJZ9Y3	SJZ9Y3	Songjiazhuang	Sept	9	Autumn	Warm	UrbanHub	YZ_5_33	Fengtai	2022	22	16	28	52	95	24.8	62	6.8	11.8
